Name	Genes (tot)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Genes (up)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Genes (down)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)
122	GO_HEPATICOBILIARY_SYSTEM_DEVELOPMENT	125	-4.2047	1	1	4.2047	0.000999	0.014666	8.1996	0.031968	0.35198	50	3.6299	0.65834	1	75	7.6218	0.000999	0.033514
123	GO_FATTY_ACID_CATABOLIC_PROCESS	73	-10.982	1	1	10.982	0.000999	0.014666	10.321	0.000999	0.063997	14	1.2924	0.77622	1	59	10.851	0.000999	0.033514
124	GO_REGULATION_OF_VESICLE_FUSION	58	0.68434	0.68332	1	-0.68434	0.31768	0.58373	2.5592	0.87912	0.96393	29	2.8947	0.60739	1	29	0.7246	0.90809	0.97465
125	GO_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_I_BIOGENESIS	51	0.36803	0.72827	1	-0.36803	0.27273	0.52991	0.61424	0.99101	0.99554	26	0.7277	0.96603	1	25	0.13519	0.96104	0.99372
126	GO_REGULATION_OF_LIPID_STORAGE	40	-4.7962	1	1	4.7962	0.000999	0.014666	3.7329	0.38262	0.75089	11	0.51673	0.85714	1	29	4.0658	0.07992	0.35263
127	GO_CARBOHYDRATE_TRANSPORT	92	-0.45404	0.93007	1	0.45404	0.070929	0.24581	6.3769	0.15285	0.57038	41	5.173	0.15684	0.88334	51	3.9267	0.22877	0.56287
128	GO_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS	221	-2.8846	1	1	2.8846	0.000999	0.014666	6.4149	0.85514	0.95726	102	2.3797	0.998	1	119	6.5389	0.061938	0.31696
129	GO_EMBRYONIC_HEMOPOIESIS	19	-2.4354	0.98701	1	2.4354	0.013986	0.090004	3.4708	0.17183	0.59892	5	1.9776	0.2987	0.94969	14	2.8615	0.15485	0.48163
130	GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II	89	2.6903	0.26474	1	-2.6903	0.73626	0.92235	5.9669	0.22178	0.6449	51	5.315	0.21079	0.92724	38	2.9744	0.4006	0.70585
131	GO_RESPONSE_TO_IONIZING_RADIATION	138	2.7133	0.31768	1	-2.7133	0.68332	0.88942	5.4764	0.69131	0.89139	80	4.6237	0.69231	1	58	3.0172	0.57243	0.81224
132	GO_PROTEIN_EXPORT_FROM_NUCLEUS	29	1.8154	0.27473	1	-1.8154	0.72627	0.91526	1.4108	0.85914	0.95742	17	2.0009	0.62737	1	12	-0.1883	0.91209	0.97506
133	GO_POSITIVE_REGULATION_OF_SEQUESTERING_OF_CALCIUM_ION	16	-0.33063	0.77622	1	0.33063	0.22478	0.47399	1.7802	0.58442	0.85763	6	1.8047	0.35564	0.97422	10	0.85396	0.66234	0.86248
134	GO_SECONDARY_METABOLITE_BIOSYNTHETIC_PROCESS	19	-1.07	0.88112	1	1.07	0.11988	0.33745	1.8328	0.63936	0.8771	10	-0.14839	0.96004	1	9	2.8193	0.12488	0.44282
135	GO_CELL_MIGRATION_INVOLVED_IN_HEART_DEVELOPMENT	14	0.55192	0.50749	1	-0.55192	0.49351	0.75002	4.4981	0.032967	0.35832	8	2.8667	0.18781	0.92032	6	3.5607	0.024975	0.20988
136	GO_PROTEIN_LOCALIZATION_TO_CYTOSKELETON	28	3.7753	0.027972	0.45662	-3.7753	0.97303	1	1.3148	0.87912	0.96393	23	1.4852	0.85315	1	5	-0.073926	0.7982	0.92948
137	GO_NUCLEAR_ENVELOPE_REASSEMBLY	17	2.935	0.064935	0.73408	-2.935	0.93606	1	3.9763	0.076923	0.46931	11	4.1302	0.046953	0.63567	6	1.1007	0.49151	0.76551
138	GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR	29	-0.26779	0.7992	1	0.26779	0.2018	0.44882	3.3434	0.33766	0.72377	14	2.0574	0.56144	1	15	2.6612	0.21778	0.5519
139	GO_REGULATION_OF_AUTOPHAGY	243	1.1	0.88412	1	-1.1	0.11688	0.33211	9.73	0.1039	0.50842	133	6.5329	0.56444	1	110	7.2782	0.011988	0.14688
140	GO_PHOSPHOLIPID_METABOLIC_PROCESS	338	1.1873	0.91009	1	-1.1873	0.090909	0.2845	9.1793	0.6034	0.86334	172	7.296	0.63836	1	166	5.6716	0.44755	0.73697
141	GO_AMMONIUM_ION_METABOLIC_PROCESS	163	-2.9048	1	1	2.9048	0.000999	0.014666	9.1344	0.018981	0.2806	72	4.9624	0.51548	1	91	7.8111	0.002997	0.063342
142	GO_REGULATION_OF_INTERLEUKIN_4_PRODUCTION	29	1.0713	0.47053	1	-1.0713	0.53047	0.77606	3.1767	0.39261	0.75901	15	3.0796	0.25674	0.93616	14	1.3843	0.56444	0.80631
143	GO_NCRNA_CATABOLIC_PROCESS	22	3.0521	0.070929	0.77691	-3.0521	0.93007	1	1.2393	0.84016	0.95387	17	1.4767	0.77622	1	5	-0.12341	0.80619	0.93466
144	GO_REGULATION_OF_FAT_CELL_DIFFERENTIATION	100	-1.0633	0.97003	1	1.0633	0.030969	0.15225	6.0907	0.24575	0.66393	49	3.0432	0.7982	1	51	5.5457	0.027972	0.22564
145	GO_GLUTAMINE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS	20	0.77735	0.50549	1	-0.77735	0.4955	0.75143	1.9221	0.63137	0.87322	10	2.0673	0.41758	0.99886	10	0.65093	0.72328	0.89473
146	GO_REGULATION_OF_PROTEIN_ACTIVATION_CASCADE	34	-10.731	1	1	10.731	0.000999	0.014666	7.722	0.000999	0.063997	2	-0.9163	0.93407	1	32	8.1887	0.000999	0.033514
147	GO_REGULATION_OF_TELOMERASE_RNA_LOCALIZATION_TO_CAJAL_BODY	15	2.9648	0.064935	0.73408	-2.9648	0.93606	1	1.0246	0.77123	0.92873	12	1.4616	0.66533	1	3	-0.63198	0.88112	0.96992
148	GO_REGULATION_OF_RNA_STABILITY	136	4.8562	0.028971	0.46049	-4.8562	0.97203	1	3.9568	0.95105	0.98555	88	4.4541	0.7982	1	48	0.62947	0.97103	0.99564
149	GO_BUNDLE_OF_HIS_CELL_TO_PURKINJE_MYOCYTE_COMMUNICATION	10	-0.34501	0.73526	1	0.34501	0.26573	0.52257	1.9459	0.41558	0.77523	6	0.37179	0.8012	1	4	2.6213	0.08991	0.37554
150	GO_REGULATION_OF_CELL_MATURATION	18	0.29748	0.61339	1	-0.29748	0.38761	0.6524	4.3382	0.044955	0.39847	10	2.6123	0.26474	0.93616	8	3.5866	0.023976	0.20725
151	GO_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT	286	3.1971	0.43457	1	-3.1971	0.56643	0.80466	10.953	0.042957	0.39569	154	9.4096	0.046953	0.63567	132	5.9591	0.22378	0.55937
152	GO_MAMMARY_GLAND_MORPHOGENESIS	39	-0.36139	0.83816	1	0.36139	0.16284	0.40168	3.8319	0.34066	0.72377	19	2.4198	0.54446	1	20	2.9925	0.19281	0.52956
153	GO_CELLULAR_PROTEIN_COMPLEX_DISASSEMBLY	119	1.989	0.47253	1	-1.989	0.52847	0.77583	4.6413	0.78422	0.93334	71	3.1081	0.93107	1	48	3.5278	0.33367	0.65845
154	GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	17	-1.6343	0.95804	1	1.6343	0.042957	0.18383	2.913	0.26873	0.68036	7	1.397	0.53347	1	10	2.6293	0.14685	0.46814
155	GO_URETER_DEVELOPMENT	11	-1.2828	0.9041	1	1.2828	0.096903	0.29797	3.7793	0.056943	0.41592	5	1.6787	0.37962	0.98014	6	3.5848	0.024975	0.20988
156	GO_BODY_MORPHOGENESIS	43	-0.29705	0.84316	1	0.29705	0.15784	0.39606	3.101	0.60539	0.86473	19	2.8819	0.4036	0.99695	24	1.5866	0.68731	0.87614
157	GO_SOMATIC_STEM_CELL_POPULATION_MAINTENANCE	65	1.546	0.4955	1	-1.546	0.50549	0.76031	4.9579	0.26074	0.67539	34	5.0671	0.1049	0.78625	31	1.8725	0.69331	0.87864
158	GO_CYTOPLASMIC_MICROTUBULE_ORGANIZATION	38	0.27354	0.71329	1	-0.27354	0.28771	0.54919	3.3012	0.46154	0.79877	20	2.1411	0.64136	1	18	2.5397	0.26673	0.6052
159	GO_POSITIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	13	1.4038	0.31069	1	-1.4038	0.69031	0.89173	0.268	0.88911	0.96806	8	1.0857	0.68132	1	5	-0.94119	0.93207	0.98373
160	GO_PROTEIN_ACTIVATION_CASCADE	68	-13.507	1	1	13.507	0.000999	0.014666	12.849	0.000999	0.063997	11	1.9667	0.49251	1	57	13.17	0.000999	0.033514
161	GO_POSITIVE_REGULATION_OF_PHOSPHOLIPASE_ACTIVITY	52	-3.0197	1	1	3.0197	0.000999	0.014666	3.6485	0.51449	0.82364	22	1.1883	0.88511	1	30	3.7859	0.11888	0.43283
162	GO_NEGATIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION	37	0.41083	0.65335	1	-0.41083	0.34765	0.61296	1.7892	0.85115	0.9569	19	1.8393	0.6983	1	18	0.67548	0.83017	0.94586
163	GO_REGULATION_OF_COLLATERAL_SPROUTING	18	5.0628	0.004995	0.16629	-5.0628	0.996	1	6.077	0.001998	0.085329	13	6.2832	0.005994	0.44755	5	1.399	0.36064	0.67994
164	GO_ESTABLISHMENT_OR_MAINTENANCE_OF_MONOPOLAR_CELL_POLARITY	14	1.6211	0.23976	1	-1.6211	0.76124	0.93889	0.98383	0.75624	0.92011	7	2.4553	0.22877	0.93418	7	-1.0639	0.95604	0.99201
165	GO_NEURON_RECOGNITION	32	-0.70352	0.8981	1	0.70352	0.1029	0.30811	2.6503	0.5954	0.86152	18	0.67131	0.91808	1	14	3.2457	0.098901	0.38817
166	GO_NUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS	78	0.73427	0.73127	1	-0.73427	0.26973	0.52578	5.5248	0.23077	0.6509	43	3.6163	0.55944	1	35	4.2393	0.098901	0.38817
167	GO_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION	38	0.93393	0.55844	1	-0.93393	0.44256	0.70343	2.5986	0.68531	0.88901	21	2.4307	0.56843	1	17	1.1835	0.6983	0.88032
168	GO_RESPONSE_TO_AMMONIUM_ION	47	-0.78456	0.90909	1	0.78456	0.091908	0.28657	4.9121	0.14386	0.55546	27	1.8906	0.80519	1	20	5.3334	0.004995	0.09023
169	GO_REGULATION_OF_INTERLEUKIN_5_PRODUCTION	16	-1.3802	0.93506	1	1.3802	0.065934	0.23786	3.4277	0.13487	0.54723	6	2.1652	0.26374	0.93616	10	2.6586	0.14585	0.46813
170	GO_REGULATION_OF_GLUCOSE_IMPORT	56	-3.9465	1	1	3.9465	0.000999	0.014666	4.077	0.43856	0.78803	16	2.0908	0.57443	1	40	3.5016	0.27972	0.61872
171	GO_NEGATIVE_REGULATION_OF_PROTEOLYSIS	304	-0.60929	0.997	1	0.60929	0.003996	0.040226	10.855	0.085914	0.48304	155	7.1952	0.54845	1	149	8.1666	0.008991	0.12339
172	GO_PINOCYTOSIS	12	2.6382	0.084915	0.83688	-2.6382	0.91608	1	0.53175	0.84715	0.9559	9	1.4833	0.57343	1	3	-1.5057	0.97403	0.9957
173	GO_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS	56	-4.4885	1	1	4.4885	0.000999	0.014666	4.7442	0.23576	0.65451	21	0.49057	0.96503	1	35	5.621	0.004995	0.09023
174	GO_PHOSPHATIDYLETHANOLAMINE_METABOLIC_PROCESS	16	-0.72278	0.84416	1	0.72278	0.15684	0.39543	1.9422	0.51948	0.82694	6	1.5553	0.44456	1	10	1.252	0.53347	0.7857
175	GO_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS	62	2.5683	0.21978	1	-2.5683	0.78122	0.95187	4.9925	0.25874	0.67539	39	3.9629	0.43257	0.99966	23	3.0366	0.22378	0.55937
176	GO_LUNG_EPITHELIUM_DEVELOPMENT	34	-0.40343	0.83417	1	0.40343	0.16683	0.40446	3.3201	0.44456	0.79307	15	2.6216	0.38262	0.98069	19	2.112	0.44755	0.73697
177	GO_METENCEPHALON_DEVELOPMENT	98	1.4278	0.58142	1	-1.4278	0.41958	0.68152	5.701	0.31968	0.70951	51	5.0376	0.27173	0.93659	47	2.9846	0.49351	0.76609
178	GO_G_PROTEIN_COUPLED_PURINERGIC_NUCLEOTIDE_RECEPTOR_SIGNALING_PATHWAY	14	0.41999	0.55844	1	-0.41999	0.44256	0.70343	0.087055	0.92907	0.97885	6	1.1285	0.56444	1	8	-0.86218	0.96503	0.99444
179	GO_ACTIN_FILAMENT_BUNDLE_ORGANIZATION	44	-0.95414	0.93506	1	0.95414	0.065934	0.23786	4.312	0.24675	0.66493	17	3.9523	0.12987	0.82492	27	2.3684	0.46354	0.74946
180	GO_CELLULAR_RESPONSE_TO_VIRUS	21	4.4546	0.005994	0.18912	-4.4546	0.995	1	3.0876	0.31668	0.70694	16	3.6377	0.17682	0.89847	5	-0.17963	0.83117	0.94674
181	GO_CYTOPLASMIC_MRNA_PROCESSING_BODY_ASSEMBLY	12	2.8712	0.068931	0.76695	-2.8712	0.93207	1	2.3865	0.30569	0.70019	9	2.4532	0.28671	0.94136	3	0.52392	0.59441	0.82352
182	GO_RESPIRATORY_GASEOUS_EXCHANGE	47	-0.8	0.91109	1	0.8	0.08991	0.28221	3.2292	0.61139	0.86656	20	2.2895	0.60739	1	27	2.29	0.49151	0.76551
183	GO_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL	134	4.5057	0.041958	0.57411	-4.5057	0.95904	1	4.3825	0.8991	0.97049	88	4.2662	0.83716	1	46	1.5793	0.86713	0.9634
184	GO_AMINO_ACID_ACTIVATION	51	1.5178	0.41359	1	-1.5178	0.58741	0.81697	1.4979	0.96004	0.98793	30	1.4235	0.93606	1	21	0.63301	0.85215	0.95773
185	GO_DENDRITIC_CELL_DIFFERENTIATION	32	1.6938	0.32368	1	-1.6938	0.67732	0.88441	2.1781	0.73427	0.9088	21	1.6432	0.79221	1	11	1.4447	0.53247	0.78505
186	GO_NATURAL_KILLER_CELL_DIFFERENTIATION	12	0.029719	0.66134	1	-0.029719	0.33966	0.60441	3.2459	0.1029	0.50528	6	2.3532	0.22777	0.93418	6	2.2371	0.17882	0.51455
187	GO_BONE_TRABECULA_MORPHOGENESIS	11	0.94549	0.41259	1	-0.94549	0.58841	0.81755	1.3935	0.62537	0.8703	6	1.7981	0.35764	0.97526	5	0.097237	0.75624	0.90891
188	GO_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	17	-0.20204	0.72927	1	0.20204	0.27173	0.52846	5.3565	0.006993	0.16426	9	3.4741	0.10589	0.78625	8	4.1235	0.012987	0.15507
189	GO_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	142	0.95633	0.78521	1	-0.95633	0.21578	0.46619	6.9356	0.29371	0.69384	77	4.7301	0.61039	1	65	5.1029	0.11089	0.41189
190	GO_NEGATIVE_REGULATION_OF_NEURON_DIFFERENTIATION	182	2.6327	0.42657	1	-2.6327	0.57443	0.80821	6.8893	0.53347	0.82926	102	5.8702	0.48452	1	80	3.7629	0.53447	0.78635
191	GO_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_DEVELOPMENT	45	1.5596	0.38961	1	-1.5596	0.61139	0.83737	4.0156	0.34765	0.72975	27	2.8305	0.57542	1	18	2.8826	0.18781	0.52401
192	GO_MUSCLE_TISSUE_DEVELOPMENT	257	-0.0035018	0.97502	1	0.0035018	0.025974	0.13591	9.1729	0.25874	0.67539	124	6.9409	0.37762	0.97857	133	6.0491	0.2028	0.53913
193	GO_NEGATIVE_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION	10	-2.9516	0.99101	1	2.9516	0.00999	0.072449	3.0299	0.15185	0.56866	2	1.2076	0.39161	0.98878	8	2.7838	0.092907	0.37871
194	GO_ACID_SECRETION	62	-0.093852	0.86214	1	0.093852	0.13886	0.3674	6.8733	0.010989	0.20468	30	5.0651	0.10789	0.78625	32	4.663	0.040959	0.26718
195	GO_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	70	1.6818	0.45455	1	-1.6818	0.54645	0.788	7.0038	0.016983	0.26206	39	5.4505	0.1029	0.78313	31	4.411	0.047952	0.2871
196	GO_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION	57	-0.3618	0.87113	1	0.3618	0.12987	0.35494	3.4055	0.64835	0.8786	32	1.6151	0.91109	1	25	3.3149	0.16384	0.49256
197	GO_REGULATION_OF_PROTEIN_BINDING	165	1.8912	0.62038	1	-1.8912	0.38062	0.64785	7.8034	0.18282	0.61151	84	6.9689	0.090909	0.76421	81	4.0406	0.44356	0.73584
198	GO_CARDIAC_SEPTUM_DEVELOPMENT	83	-0.33657	0.9001	1	0.33657	0.1009	0.30537	4.789	0.50949	0.82187	39	3.1197	0.68332	1	44	3.6404	0.28571	0.62471
199	GO_REGULATION_OF_ICOSANOID_SECRETION	20	-1.4866	0.94106	1	1.4866	0.05994	0.22627	2.6768	0.3976	0.76135	9	0.83444	0.75724	1	11	2.8547	0.14186	0.46055
200	GO_L_ALPHA_AMINO_ACID_TRANSMEMBRANE_TRANSPORT	30	2.6683	0.12787	0.99019	-2.6683	0.87313	1	6.0321	0.005994	0.15085	19	5.1202	0.017982	0.54254	11	3.2324	0.083916	0.36195
201	GO_REGULATION_OF_HISTONE_METHYLATION	49	2.2792	0.24076	1	-2.2792	0.76024	0.93848	3.7417	0.47552	0.80711	30	3.3117	0.49351	1	19	1.8475	0.52847	0.78161
202	GO_POSITIVE_REGULATION_OF_MITOCHONDRIAL_FISSION	12	-3.8851	0.999	1	3.8851	0.001998	0.024415	3.7518	0.040959	0.39003	4	-0.34075	0.87313	1	8	4.836	0.004995	0.09023
203	GO_ANTIMICROBIAL_HUMORAL_RESPONSE	41	2.4282	0.1958	1	-2.4282	0.80519	0.96114	4.3092	0.21279	0.63223	26	3.819	0.27173	0.93659	15	2.0963	0.36064	0.67994
204	GO_EPIDERMIS_MORPHOGENESIS	27	0.55024	0.61738	1	-0.55024	0.38362	0.64981	3.3409	0.27473	0.68406	15	2.1587	0.54845	1	12	2.5979	0.1958	0.53192
205	GO_INTERMEDIATE_FILAMENT_BASED_PROCESS	39	-0.059393	0.79121	1	0.059393	0.20979	0.45958	2.9862	0.58741	0.85873	22	0.90796	0.92607	1	17	3.4902	0.074925	0.34313
206	GO_COGNITION	234	-0.30246	0.97902	1	0.30246	0.021978	0.12099	10.568	0.027972	0.33128	119	7.1809	0.26374	0.93616	115	7.7697	0.002997	0.063342
207	GO_RESPONSE_TO_ZINC_ION	53	-2.1381	0.996	1	2.1381	0.004995	0.047035	3.7221	0.54246	0.834	21	1.6875	0.78521	1	32	3.4231	0.21379	0.54768
208	GO_PURINE_DEOXYRIBONUCLEOTIDE_METABOLIC_PROCESS	14	2.9556	0.058941	0.70396	-2.9556	0.94206	1	2.2885	0.38362	0.75089	11	2.2463	0.3996	0.99347	3	0.64232	0.56144	0.80529
209	GO_DISRUPTION_OF_CELLS_OF_OTHER_ORGANISM	22	-1.0597	0.88312	1	1.0597	0.11788	0.33383	3.1074	0.30569	0.70019	11	1.0256	0.75325	1	11	3.3689	0.068931	0.33224
210	GO_AXIS_SPECIFICATION	86	0.52223	0.78122	1	-0.52223	0.21978	0.46907	6.561	0.088911	0.48568	42	5.2343	0.16683	0.8951	44	4.0587	0.19081	0.52544
211	GO_PHOSPHATIDYLINOSITOL_METABOLIC_PROCESS	188	0.52049	0.91908	1	-0.52049	0.081918	0.2654	6.0345	0.82118	0.94526	98	4.1455	0.9001	1	90	4.3958	0.42757	0.72526
212	GO_PIGMENT_GRANULE_LOCALIZATION	23	0.25889	0.63736	1	-0.25889	0.36364	0.62882	1.5496	0.77123	0.92873	10	2.1499	0.39461	0.98878	13	0.1755	0.87512	0.9676
213	GO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_SIGNALING_PATHWAY	14	-1.1449	0.88711	1	1.1449	0.11389	0.32823	-0.26024	0.96304	0.98793	8	-2.0266	0.998	1	6	1.9425	0.24176	0.5803
214	GO_RESPONSE_TO_ORGANOPHOSPHORUS	138	-2.1186	0.996	1	2.1186	0.004995	0.047035	9.7015	0.002997	0.10302	57	7.0045	0.025974	0.60581	81	6.7872	0.013986	0.16109
215	GO_AXO_DENDRITIC_TRANSPORT	33	-0.45202	0.85015	1	0.45202	0.15085	0.38701	4.0332	0.20779	0.62875	15	2.943	0.28472	0.94136	18	2.7744	0.20979	0.54639
216	GO_SINGLE_ORGANISM_MEMBRANE_FUSION	116	0.91842	0.75325	1	-0.91842	0.24775	0.50048	7.3172	0.11389	0.51443	59	5.5797	0.20879	0.92724	57	4.7617	0.10989	0.40998
217	GO_REGULATION_OF_PROTEIN_UBIQUITINATION_INVOLVED_IN_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	102	4.8427	0.014985	0.31838	-4.8427	0.98601	1	4.3112	0.78621	0.93335	67	4.9597	0.44356	1	35	0.49771	0.96304	0.99438
218	GO_SKELETAL_MUSCLE_TISSUE_REGENERATION	22	2.2481	0.16883	1	-2.2481	0.83217	0.97869	1.4741	0.77622	0.93024	14	1.7869	0.65235	1	8	0.080706	0.82917	0.94548
219	GO_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS	41	-4.6111	1	1	4.6111	0.000999	0.014666	5.6345	0.045954	0.39978	16	0.65817	0.8991	1	25	6.6892	0.000999	0.033514
220	GO_REGULATION_OF_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN	65	1.0036	0.62438	1	-1.0036	0.37662	0.64338	3.8521	0.58142	0.85621	38	2.8435	0.72527	1	27	2.6034	0.38162	0.69351
221	GO_ORGAN_REGENERATION	81	-1.3623	0.97602	1	1.3623	0.024975	0.13249	6.2372	0.0999	0.50223	38	3.5723	0.51748	1	43	5.2024	0.027972	0.22564
222	GO_GLAND_MORPHOGENESIS	95	-1.3955	0.98202	1	1.3955	0.018981	0.11024	5.4657	0.41159	0.77376	44	3.364	0.66434	1	51	4.3351	0.15285	0.47787
223	GO_NEGATIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	34	0.44727	0.66434	1	-0.44727	0.33666	0.60187	3.0845	0.51349	0.82267	19	2.1274	0.63836	1	15	2.2496	0.33167	0.65635
224	GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_CIRCULATORY_RENIN_ANGIOTENSIN	14	-5.9032	1	1	5.9032	0.000999	0.014666	3.848	0.068931	0.45185	4	-2.1083	0.997	1	10	5.8864	0.000999	0.033514
225	GO_RIBOSOME_BIOGENESIS	292	11.667	0.000999	0.054151	-11.667	1	1	10.325	0.12488	0.5285	206	10.985	0.025974	0.60581	86	2.0237	0.96104	0.99372
226	GO_B_CELL_HOMEOSTASIS	21	0.29973	0.62537	1	-0.29973	0.37562	0.64193	2.4631	0.50849	0.82187	12	1.5159	0.65634	1	9	2.012	0.30969	0.63825
227	GO_IRE1_MEDIATED_UNFOLDED_PROTEIN_RESPONSE	53	0.0099503	0.82118	1	-0.0099503	0.17982	0.42238	3.8948	0.48452	0.8113	32	1.6515	0.90809	1	21	4.1488	0.035964	0.25003
228	GO_SINGLE_ORGANISM_BEHAVIOR	361	-1.5808	1	1	1.5808	0.000999	0.014666	12.058	0.038961	0.38398	176	7.6286	0.54945	1	185	9.4027	0.001998	0.047715
229	GO_POSITIVE_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS	22	-0.19303	0.74925	1	0.19303	0.25175	0.50517	4.3353	0.075924	0.46523	9	3.7874	0.075924	0.73895	13	2.4884	0.21179	0.54711
230	GO_POSITIVE_REGULATION_OF_ENDOCYTOSIS	114	-3.6377	1	1	3.6377	0.000999	0.014666	7.4455	0.062937	0.43551	50	2.8153	0.83217	1	64	7.4487	0.000999	0.033514
231	GO_MRNA_SPLICE_SITE_SELECTION	26	3.2983	0.054945	0.67728	-3.2983	0.94605	1	1.0709	0.9041	0.9729	19	2.1177	0.63836	1	7	-1.425	0.97602	0.99635
232	GO_REGULATION_OF_TRANSLATION_IN_RESPONSE_TO_STRESS	19	0.099345	0.67233	1	-0.099345	0.32867	0.59411	1.6193	0.7003	0.89549	13	0.12834	0.94805	1	6	2.6927	0.097902	0.38676
233	GO_PHENOL_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	33	-1.7893	0.97502	1	1.7893	0.025974	0.13591	2.4211	0.67133	0.88699	15	0.076141	0.94905	1	18	3.2087	0.13087	0.45038
234	GO_POSITIVE_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION	23	-0.49486	0.8042	1	0.49486	0.1968	0.44236	4.0964	0.1049	0.50877	11	2.6098	0.28771	0.94136	12	3.1725	0.076923	0.34813
235	GO_DENDRITIC_CELL_MIGRATION	20	-1.5186	0.94306	1	1.5186	0.057942	0.2215	1.146	0.82517	0.94625	9	-0.19446	0.94406	1	11	1.7211	0.44555	0.73697
236	GO_SENSORY_PERCEPTION_OF_TEMPERATURE_STIMULUS	19	-2.4963	0.98701	1	2.4963	0.013986	0.090004	1.5924	0.70829	0.89768	6	0.12008	0.85714	1	13	1.8436	0.3956	0.70409
237	GO_LYSOSOMAL_TRANSPORT	65	-0.8187	0.95804	1	0.8187	0.042957	0.18383	3.3838	0.71628	0.89972	30	2.2804	0.77522	1	35	2.5001	0.52148	0.77973
238	GO_POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS	57	6.1275	0.000999	0.054151	-6.1275	1	1	4.6112	0.2967	0.69384	42	5.093	0.1968	0.92572	15	0.4665	0.84016	0.95134
239	GO_POSITIVE_REGULATION_OF_MACROPHAGE_ACTIVATION	12	0.53175	0.53347	1	-0.53175	0.46753	0.72808	0.45302	0.86214	0.95743	6	0.67559	0.71429	1	6	-0.034922	0.82018	0.94107
240	GO_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING	74	-0.29995	0.8981	1	0.29995	0.1029	0.30811	4.6146	0.45554	0.79877	43	1.7475	0.95504	1	31	5.0716	0.012987	0.15507
241	GO_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION	67	1.4129	0.48352	1	-1.4129	0.51748	0.76958	3.7657	0.63936	0.8771	41	2.1906	0.8951	1	26	3.2941	0.17582	0.51185
242	GO_MUSCLE_ORGAN_DEVELOPMENT	258	2.3077	0.63936	1	-2.3077	0.36164	0.62767	9.2923	0.21878	0.64148	129	8.7474	0.062937	0.69231	129	4.3938	0.67233	0.86641
243	GO_POSITIVE_REGULATION_OF_HEMOPOIESIS	154	1.4552	0.67632	1	-1.4552	0.32468	0.59042	7.6201	0.20579	0.62875	85	5.6827	0.41558	0.99886	69	5.0768	0.098901	0.38817
244	GO_OUTFLOW_TRACT_SEPTUM_MORPHOGENESIS	14	1.1579	0.35265	1	-1.1579	0.64835	0.86748	1.0803	0.73327	0.90863	7	2.1347	0.3037	0.95355	7	-0.60685	0.91808	0.97751
